example_id,question_type,domain,support_set_size,question,correct_answer,model_answer,answer_correct,retrieval_status,failure_mode,distractor_contamination
memdaily-conditional-roles-19,conditional,roles,2,那个当警察的人叫什么名字来着？,赵宇轩,那个当警察的人叫赵宇轩。,True,full_chain_retrieved,correct_answer,False
memdaily-conditional-roles-20,conditional,roles,2,那个在山东青岛工作的人的电话号码能告诉我一下吗？,13664273363,那个在山东青岛工作的人的电话号码是13664273363。,True,full_chain_retrieved,correct_answer,False
memdaily-conditional-roles-21,conditional,roles,2,赵志宇的老家是哪儿的？,江苏南京,赵志宇的老家在江苏南京。,True,full_chain_retrieved,correct_answer,False
memdaily-conditional-roles-22,conditional,roles,2,那个41岁的人叫什么名字呀？,赵晓琳,41岁的人叫赵晓琳。,True,full_chain_retrieved,correct_answer,False
memdaily-conditional-roles-23,conditional,roles,2,那个年龄到了60岁的，他是做什么工作的呢？,厨师,那个年龄到了60岁的，他是厨师。,True,full_chain_retrieved,correct_answer,False
memdaily-conditional-roles-24,conditional,roles,2,那个当厨师长的人，他是哪里的人呢？,山东济南,答案无法从提供的记忆中得出。,False,partial_chain_retrieved,distractor_contamination,True
memdaily-conditional-roles-25,conditional,roles,2,那个来自山西太原的人的生日是啥时候呀？,10月13日,那个来自山西太原的人的生日是10月13号。,True,full_chain_retrieved,correct_answer,False
memdaily-conditional-roles-26,conditional,roles,2,那个职位是航空经理的人，他们是干啥的呢？,乘务员,根据提供的记忆，航空经理的具体职责没有明确说明，无法回答他们具体是干啥的。,False,full_chain_retrieved,retrieved_full_chain_but_reasoning_failed,False
memdaily-conditional-roles-27,conditional,roles,2,那个特别爱好戏剧的人，他们是在哪儿工作的呀？,北京,记忆中有“下属喜欢看戏剧”，而“下属在北京工作”，所以那个特别爱好戏剧的人是在北京工作。,True,full_chain_retrieved,correct_answer,False
memdaily-conditional-roles-28,conditional,roles,2,那个身高164cm的人的邮箱地址能告诉我一下吗？,wangzhihong1124@bjzhexingde.com,那个身高164厘米的人的邮箱地址是 wangzhihong1124@bjzhexingde.com。,True,full_chain_retrieved,correct_answer,False
memdaily-conditional-roles-29,conditional,roles,2,那个邮箱是zhao-yuxuan0727@njsstime.com的人，他是做什么职位的来着？,厨师长,zhao-yuxuan0727@njsstime.com是你叔叔的邮箱，他是厨师长。,True,full_chain_retrieved,correct_answer,False
memdaily-conditional-roles-30,conditional,roles,2,11月14日那天过生日的那个人，他们是做什么工作的呢？,快递员,11月14日过生日的是叔叔，他是送快递的。,True,full_chain_retrieved,correct_answer,False
memdaily-conditional-roles-31,conditional,roles,2,北京智汇星德科技有限公司的那个人，他的教育背景是什么呀？,博士,北京智汇星德科技有限公司的那个人是有博士学位的。,True,full_chain_retrieved,correct_answer,False
memdaily-conditional-roles-32,conditional,roles,2,那个做快递员的工作地是在哪儿啊？,山东青岛,做快递员的工作地是在山东青岛。,True,full_chain_retrieved,correct_answer,False
memdaily-conditional-hybrid-0,conditional,hybrid,4,我穿在脚上的运动鞋是哪一双来着？另外，那身高164cm的人是做什么的呀？,亚瑟士Gel-Kayano 26; 教师,你穿在脚上的运动鞋是亚瑟士Gel-Kayano26。身高164cm的人是谁做什么的，记忆中没有相关信息。,False,full_chain_retrieved,retrieved_full_chain_but_reasoning_failed,False
memdaily-conditional-hybrid-1,conditional,hybrid,4,我穿在脚上的运动鞋是哪一款呢？另外，那个我要参加的活动是模型艺术盛宴的活动，主要内容是什么？,亚瑟士Gel-Kayano 26; 展示精选模型作品，交流制作技巧，体验创意手工，感受艺术魅力。,你穿在脚上的运动鞋是亚瑟士的Gel-Kayano26。你要参加的模型艺术盛宴活动主要内容是展示精选模型作品，交流制作技巧，体验创意手工，感受艺术魅力。,True,full_chain_retrieved,correct_answer,False
memdaily-conditional-hybrid-2,conditional,hybrid,4,我住的那个小区是哪个来着？另外，那个36岁的人，他是什么教育背景呢？,绿洲家园; 硕士,你住的小区是绿洲家园。36岁的人是你的表妹，她是中学语文老师。,False,partial_chain_retrieved,distractor_contamination,True
memdaily-conditional-hybrid-3,conditional,hybrid,4,中学语文老师的邮箱地址是多少来着？另外，我住的那个小区是哪个来着？,litingting0623@pdxzyz.com; 绿洲家园,中学语文老师的邮箱地址是 litingting0623@pdxzyz.com，住的小区是绿洲家园。,True,full_chain_retrieved,correct_answer,False
memdaily-conditional-hybrid-4,conditional,hybrid,4,这公园是什么公园来着？另外，那个身高160cm的人，他今年多大年纪啦？,儿童公园; 45岁,这公园是儿童公园。关于那个身高160cm的人今年多大年纪，提供的记忆中没有相关信息。,False,full_chain_retrieved,retrieved_full_chain_but_reasoning_failed,False
memdaily-conditional-hybrid-5,conditional,hybrid,4,那个39岁的人的电话号码是多少来着？另外，这公园叫什么名字来着？,15361285665; 儿童公园,39岁人的电话号码是15361285665，公园叫儿童公园。,True,partial_chain_retrieved,correct_answer,False
memdaily-conditional-hybrid-6,conditional,hybrid,4,那个电话号是18486487257的人，他平时喜欢干点啥呀？另外，这个公园叫什么名字来着？,旅游; 儿童公园,18486487257是你叔叔的电话，他平时喜欢旅游。那个公园叫儿童公园。,True,full_chain_retrieved,correct_answer,False
memdaily-conditional-hybrid-7,conditional,hybrid,4,那个叫李强的人平时喜欢干点啥呀？另外，那个持续时间是七个周的活动，主要内容是什么？,旅游; 阅读马拉松：边跑步边听有声书，体验阅读与运动结合的魅力，享受知识的盛宴。,李强是你的叔叔，平时喜欢运动。持续时间是七个周的活动是阅读跑者盛宴。,False,partial_chain_retrieved,distractor_contamination,True
memdaily-conditional-hybrid-8,conditional,hybrid,4,这个我路过的商场是哪个啊？另外，那个来自广东广州的老乡，身高是多少来着？,大润发; 173cm,你路过的商场是大润发商场。来自广东广州的老乡是你叔叔，他的身高是173厘米。,True,partial_chain_retrieved,correct_answer,False
memdaily-conditional-hybrid-9,conditional,hybrid,4,那个做瓦工助手的人年龄有多大来着？另外，那个地点是广东深圳的活动，规模是什么？,27岁; 七百人,那个做瓦工助手的年龄不清楚。广东深圳的活动是“摄影盛宴·友聚光影”，规模信息没有提到。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-conditional-hybrid-10,conditional,hybrid,4,"那个特别爱旅游的人，他叫什么名字来着？另外，那个主要内容是""捕捉音乐魅力，用镜头记录精彩瞬间，感受音符跳跃，参与独特音乐会摄影之旅。""的活动，我要参加的活动是什么？",张涛; 音乐光影之旅,那个特别爱旅游的人叫叔叔。你要参加的活动是“音乐光影之旅”。,False,full_chain_retrieved,retrieved_full_chain_but_reasoning_failed,False
memdaily-conditional-hybrid-11,conditional,hybrid,4,那个喜欢登山的人是在哪儿工作的呀？另外，那个规模是五百人的活动，持续时间是什么？,广东深圳; 四个周,那个喜欢登山的人是项目经理。规模是五百人的活动是音乐光影之旅，持续时间未提供。,False,partial_chain_retrieved,distractor_contamination,True
memdaily-conditional-hybrid-12,conditional,hybrid,4,我参观的这个景区是什么呢？另外，那个喜欢下棋的人，他家乡是哪儿的呀？,海滨公园; 北京,你参观的景区是海滨公园。那个喜欢下棋的人，他家乡是山西太原。,False,full_chain_retrieved,distractor_contamination,True
memdaily-conditional-hybrid-13,conditional,hybrid,4,那个邮箱是lizixuan0218@goldendragonlaw.com的人，他的教育背景是什么呀？另外，我参观的那个景区是哪个来着？,硕士; 海滨公园,lizixuan0218@goldendragonlaw.com 是你的下属邮箱，但提供的记忆中没有关于他教育背景的信息。你参观的景区是海滨公园。,False,full_chain_retrieved,distractor_contamination,True
memdaily-conditional-hybrid-14,conditional,hybrid,4,那个喜欢阅读的人，多大年纪了啊？另外，那个规模是八千人的活动，我要参加的活动是什么？,61岁; 新兴产业峰会,那个喜欢阅读的人是叔叔，但年龄没有提到。规模是八千人的活动是新兴产业峰会，你要参加的活动是创新法治研讨会。,False,partial_chain_retrieved,distractor_contamination,True
memdaily-conditional-hybrid-15,conditional,hybrid,4,广州金鼎律师事务所的邮箱地址能告诉我一下吗？另外，那个我要参加的活动是时尚音乐购物行的活动，持续时间是什么？,lizixuan0218@goldendragonlaw.com; 九个周,"广州金鼎律师事务所的邮箱地址是 wangsiqi0911@goldendragonlaw.com。  
时尚音乐购物行的活动持续时间是九个周。",False,full_chain_retrieved,distractor_contamination,True
memdaily-conditional-hybrid-16,conditional,hybrid,4,我的手机是啥来着？另外，那个地点是广东广州的活动，持续时间是什么？,OPPO Reno7; 一天,你的手机是OPPO Reno7。广东广州的活动是高尔夫欢乐友谊赛，持续时间是一天。,True,full_chain_retrieved,correct_answer,False
memdaily-conditional-hybrid-17,conditional,hybrid,4,我住的那个小区叫什么来着？另外，那个做银行柜员的，他是哪个学校毕业的？,世纪花园; 高中,你住的那个小区叫世纪花园小区。做银行柜员的是你妈妈，但关于她毕业的学校信息没有提供。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-conditional-hybrid-18,conditional,hybrid,4,那个身高167cm的人的生日是什么时候呢？另外，那个规模是六百人的活动，主要内容是什么？,04月30日; 设计总监参加项目启动会，探讨创新设计理念，助力项目顺利实施，促进团队协作与成长。,身高167cm的人的生日是4月30号。那个规模是六百人的活动是设计总监项目启动会。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-conditional-hybrid-19,conditional,hybrid,4,那个只读到高中的朋友，他是哪天生日来着？另外，身高一米八的我，还能不能长高？我居住的小区是哪个来着？,08月25日; 世纪花园,那个只读到高中的朋友的生日信息不在提供的记忆中。身高一米八是否还能长高，记忆中也没有相关信息。你居住的小区是世纪花园。,False,full_chain_retrieved,retrieved_full_chain_but_reasoning_failed,False
memdaily-conditional-hybrid-20,conditional,hybrid,4,13640813241这个电话号码的人是做什么工作的呢？另外，我住的那个小区是哪个来着？,建筑工人; 阳光小区,13640813241这个电话号码属于你舅舅，他在深圳宏图建筑有限公司工作。你住的那个小区是阳光小区。,False,partial_chain_retrieved,distractor_contamination,True
memdaily-conditional-hybrid-21,conditional,hybrid,4,那个生日是10月23日的人，ta的邮箱地址是什么呀？另外，那个我要参加的活动是登山友谊分享会的活动，持续时间是什么？,li_ting1023@shygxfzx.com; 一天,那个生日是10月23日的下属邮箱是 li_ting1023@shygxfzx.com。登山友谊分享会的活动持续时间是一天。,True,full_chain_retrieved,correct_answer,False
memdaily-conditional-hybrid-22,conditional,hybrid,4,我住的那个小区是叫什么来着？另外，那个我要参加的活动是教育产业发展论坛的活动，规模是什么？,阳光小区; 六千人,"你要参加的活动是教育产业发展论坛，规模是六千人。  
你住的小区名称没有在提供的记忆中出现。",False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-conditional-hybrid-23,conditional,hybrid,4,深圳宏图建筑有限公司的那个人，他家乡是哪里的？另外，我用的家电是什么呢？,河南郑州; 西门子洗衣机,深圳宏图建筑有限公司的那个人是你的舅舅，但他的家乡没有在提供的记忆中说明。你用的家电是西门子的洗衣机。,False,full_chain_retrieved,retrieved_full_chain_but_reasoning_failed,False
memdaily-conditional-hybrid-24,conditional,hybrid,4,那个在山东青岛工作的人叫什么名字来着？另外，我用的手机是啥型号来着？,赵雅琴; 华为Mate 60,那个在山东青岛工作的人叫赵雅琴。你用的手机是华为Mate60。,True,full_chain_retrieved,correct_answer,False
memdaily-conditional-hybrid-25,conditional,hybrid,4,这个我路过的商场是哪个啊？另外，北京速递先锋物流公司的人工作地是在哪儿呢？,大润发; 北京,你路过的商场是大润发。北京速递先锋物流公司的人主要工作地在山东青岛。,False,full_chain_retrieved,distractor_contamination,True
memdaily-conditional-hybrid-26,conditional,hybrid,4,那个喜欢书法的兴趣爱好是什么教育背景啊？另外，这商场叫啥名儿来着？,专科; 大润发,喜欢书法的兴趣爱好者是表姐，她的教育背景是专科。商场叫大润发。,True,full_chain_retrieved,correct_answer,False
memdaily-conditional-hybrid-27,conditional,hybrid,4,"那个身高161cm的人，他的教育背景是啥呀？另外，那个主要内容是""研发总监年终总结大会：回顾年度成果，表彰优秀团队，展望未来发展，加强团队凝聚力。""的活动，地点是什么？",博士; 山东青岛,身高161cm的那个人的教育背景信息没有提供。主要内容是“研发总监年终总结大会：回顾年度成果，表彰优秀团队，展望未来发展，加强团队凝聚力。”的活动地点是山东青岛。,False,full_chain_retrieved,retrieved_full_chain_but_reasoning_failed,False
memdaily-conditional-hybrid-28,conditional,hybrid,4,那个喜欢戏剧的，是在哪儿工作的呀？另外，我用的家电都是啥啊？,浙江杭州; 美的电饭煲,喜欢戏剧的是你的下属。你用的家电是美的电饭煲，觉得方便且米饭味道好，但声音有点大。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-conditional-hybrid-29,conditional,hybrid,4,那个喜欢听音乐会的人，他身高有多高啊？另外，刚才路过的那个医院叫什么名字来着？,178cm; 胸科医院,喜欢听音乐会的是舅舅，但他的身高没有提到。刚才路过的医院是胸科医院。,False,full_chain_retrieved,retrieved_full_chain_but_reasoning_failed,False
memdaily-conditional-hybrid-30,conditional,hybrid,4,"厨师长的那个人，电话是多少来着？另外，那个主要内容是""组织杭州西湖徒步活动，增进团队凝聚力，欣赏美景，促进同事间交流，共度欢乐时光。""的活动，持续时间是什么？",19876815925; 四天,厨师长的电话没有提供。杭州西湖徒步活动的持续时间是四天。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-conditional-hybrid-31,conditional,hybrid,4,那个年龄是53岁的人，他的电话是多少来着？另外，那个我要参加的活动是杭州西湖团队行的活动，持续时间是什么？,19876815925; 四天,"53岁那个人的电话在提供的记忆中没有明确说明。  
杭州西湖团队行的持续时间是四天。",False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-conditional-hybrid-32,conditional,hybrid,4,"那个在广州工作的人身高是多少来着？另外，那个主要内容是""探索美食之魅，以笔尖记录味蕾之旅，品味烹饪艺术，撰写舌尖上的故事。""的活动，我要参加的活动是什么？",164cm; 探索味蕾之旅美食节,在广州工作的人的身高信息在提供的记忆中没有提及。你要参加的活动是“探索味蕾之旅美食节”。,False,partial_chain_retrieved,distractor_contamination,True
memdaily-aggregative-hybrid-0,aggregative,hybrid,8,有几个人身高在165cm及以下？另外，有几个活动的持续时间是八个周？,3人; 3个,有两个人身高在165cm及以下（李婷婷164cm，孙志宏164cm）。有一个活动的持续时间是八个周（深圳银行柜员招聘会）。,False,partial_chain_retrieved,partial_chain_retrieved,True
memdaily-aggregative-hybrid-1,aggregative,hybrid,8,有几个人拥有硕士及以上学历呢？另外，有几个活动是在广东深圳举办的呢？,2人; 2个,有两个人拥有硕士及以上学历，分别是李婷婷（硕士）和张伟（博士）。有两个活动是在广东深圳举办的，分别是户外徒步模型创作之旅和深圳银行柜员招聘会。,True,partial_chain_retrieved,correct_answer,False
memdaily-aggregative-hybrid-2,aggregative,hybrid,8,有几个人在广东深圳工作？另外，有几个活动的规模超过了一千人？,2人; 1个,有两个人在广东深圳工作（包括孙志宏和另一位提到的）。有一个活动的规模超过了一千人（金 融科技精英论坛，三千人）。,True,partial_chain_retrieved,correct_answer,False
memdaily-aggregative-hybrid-3,aggregative,hybrid,8,那么问题来了，有几个人是来自北京的呀？另外，有几个活动的持续时间是八个周？,2人; 3个,根据提供的记忆，只有“金融科技精英论坛”明确地点是北京，但没有提到具体人数，因此无法确定来自北京的人数。有三个活动的持续时间是八个周，分别是“户外徒步模型创作之旅”、“模型艺术盛宴”和“深圳银行柜员招聘会”。,False,partial_chain_retrieved,partial_chain_retrieved,True
memdaily-aggregative-hybrid-4,aggregative,hybrid,8,有几个人来自北京？另外，有几个活动的规模超过了五百人呢？,2人; 3个,有两个人来自北京，分别是李婷婷和张伟。超过五百人的活动有两个，分别是模型艺术盛宴（九百人）和金融科技精英论坛（三千人）。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-5,aggregative,hybrid,8,有几个人身高在165cm及以上呢？另外，有几个活动的规模超过了五百人啊？,2人; 3个,有1个人身高在165cm及以上（张伟169cm）。有2个活动的规模超过了五百人（模型艺术盛宴九百人，金融科技精英论坛三千人）。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-6,aggregative,hybrid,8,有几个活动的持续时间是超过一个月的呢？另外，有几个人拥有专科以上的教育背景？,3个; 3人,有三个活动的持续时间超过一个月（首席记者能力提升营、阅读跑者盛宴、趣跑购物节）。有一个人拥有专科以上的教育背景（李强）。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-7,aggregative,hybrid,8,有几个活动的规模超过了一千人呢？另外，有几个人工作在上海？,1个; 2人,有两个活动的规模超过了一千人，分别是趣跑购物节（五千人）和上海记者团建拓展之旅（九百人，不超过一千）。另外，有两个人的工作地是上海。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-8,aggregative,hybrid,8,有几个人身高在165cm以下？另外，有几个活动的持续时间是超过一个月的？,3人; 3个,"身高在165cm以下的有两个人：张丽华（162cm）和李强（164cm）。  
活动持续时间超过一个月的有两个：阅读跑者盛宴（七个周）和趣跑购物节（八个周）。",False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-9,aggregative,hybrid,8,有几个活动的参与人数超过了一千人啊？另外，有几个人拥有硕士及以上的教育背景？,1个; 2人,有1个活动的参与人数超过了一千人（趣跑购物节的规模是五千人）。拥有硕士及以上教育背景的人有1位（王思琪的教育背景是硕士）。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-10,aggregative,hybrid,8,有几个人的年龄在60岁以上呢？另外，有几个活动的地点是在上海啊？,2人; 4个,回答中没有提供任何关于年龄的信息，因此无法确定有几个人的年龄在60岁以上。根据记忆，趣跑购物节、阅读跑者盛宴和上海记者团建拓展之旅这三个活动的地点是在上海。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-11,aggregative,hybrid,8,有几个人的工作地在上海啊？另外，有几个活动的持续时间超过了五个周呢？,2人; 2个,"有2个人的工作地在上海。  
有2个活动的持续时间超过了五个周。",True,partial_chain_retrieved,correct_answer,False
memdaily-aggregative-hybrid-12,aggregative,hybrid,8,有几个活动的规模是大于五百人的呢？另外，有几个人的年龄是在40岁以下呢？,3个; 3人,有两个活动的规模是大于五百人的。年龄在40岁以下的人数从提供的记忆中无法确定。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-13,aggregative,hybrid,8,有几个人的工作地是在广东深圳？另外，有几个活动的地点在广东深圳？,2人; 4个,有2个人的工作地是在广东深圳。活动的地点有2个在广东深圳。,False,partial_chain_retrieved,partial_chain_retrieved,True
memdaily-aggregative-hybrid-14,aggregative,hybrid,8,有几个人拥有专科及以下的教育背景？另外，有几个活动的规模超过了六百人啊？,3人; 2个,有1个人拥有专科及以下的教育背景。规模超过六百人的活动有3个，分别是“摄影盛宴·友聚光影”（700人）、“深圳建筑招聘会”（8000人）和“瓦工技艺创新分享会”（600人刚好，不超过）。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-15,aggregative,hybrid,8,有几个人年龄在40岁以上呢？另外，有几个活动的持续时间是按周来算的？,1人; 3个,有1个人年龄在40岁以上。没有活动的持续时间是按周来算的。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-16,aggregative,hybrid,8,有几个活动都是在广东深圳举办的呢？另外，有几个人身高在175cm以上呢？,4个; 2人,有2个活动是在广东深圳举办的。没有人身高在175cm以上。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-17,aggregative,hybrid,8,有几个活动的地点在广东深圳？另外，有几个人在广东深圳工作呢？,4个; 2人,在广东深圳的活动地点有三个，分别是深圳建筑招聘会、音乐光影之旅和瓦工技艺创新分享会。 在广东深圳工作的人有两位，其中包括王婷婷和另一位未具体指明的人。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-18,aggregative,hybrid,8,那么我的问题就是：有几个人是专科毕业的呢？另外，有几个活动的地点在广东广州？,2人; 3个,有1个人是专科毕业的。活动地点在广东广州的有2个。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-19,aggregative,hybrid,8,有几个人是专科毕业的？另外，有几个活动的持续时间是以“天”为单位的？,2人; 1个,有1个人是专科毕业的，有1个活动的持续时间是以“天”为单位的。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-20,aggregative,hybrid,8,有几个活动的规模超过了千人啊？另外，有几个人在9月份过生日呢？,2个; 2人,有两个活动的规模超过了千人，分别是广州新兴产业峰会（八千人）和电影音乐视听盛宴（六千人）。有一个人在9月份过生日，王思琪的生日是09月11日。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-21,aggregative,hybrid,8,有几个活动的规模超过了1000人呢？另外，有几个人的工作地是在广东广州呢？,2个; 3人,有1个活动的规模超过了1000人（广州新兴产业峰会，规模是八千人）。有2个人的工作地是在广东广州。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-22,aggregative,hybrid,8,有几个活动的地点在广东广州？另外，有几个人年龄在60岁及以上呢？,3个; 2人,有2个活动的地点在广东广州；有1个人年龄在60岁及以上。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-23,aggregative,hybrid,8,有几个活动的地点在广东广州？另外，有几个人的家乡在山西太原？,3个; 2人,有1个活动的地点在广东广州（电影音乐视听盛宴）。有1个人的家乡在山西太原（刘宇轩）。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-24,aggregative,hybrid,8,有几个人年龄超过50岁呢？另外，有几个活动的地点是广东广州？,2人; 4个,有2个人年龄超过50岁。活动地点是广东广州的有2个。,False,partial_chain_retrieved,partial_chain_retrieved,True
memdaily-aggregative-hybrid-25,aggregative,hybrid,8,有几个人拥有博士以上的教育背景呢？另外，有几个活动的参与人数超过了一千人啊？,0人; 2个,有一人拥有博士以上的教育背景，李梓轩。活动中，设计前沿论坛（九千人）和美食盛宴·高球趣（五千人）参与人数超过了一千人。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-26,aggregative,hybrid,8,有几个活动的规模超过了千人啊？另外，有几个人是在下半年出生的呢？,2个; 2人,有两个活动的规模超过了千人，分别是设计前沿论坛（九千人）和美食盛宴·高球趣（五千人）。下半年出生的人数无法从提供的记忆中得知，因为只有李梓轩的生日（06月08日）被提及。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-27,aggregative,hybrid,8,有几个活动的规模超过了一千人啊？另外，有几个人的身高在165cm以下呢？,2个; 2人,有1个活动的规模超过了一千人（设计前沿论坛，九千人）。有2个人的身高在165cm以下（张静怡162cm，孙逸飞161cm）。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-28,aggregative,hybrid,8,有几个人身高在165cm以下？另外，有几个活动都是在广东广州举行的呢？,2人; 4个,身高在165cm以下的人有2个（张静怡162cm，孙逸飞161cm）。在广东广州举行的活动有3个（高尔夫欢乐友谊赛、设计总监项目启动会、设计前沿论坛）。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-29,aggregative,hybrid,8,有几个人跟我一样是山东济南的？另外，有几个活动的地点在广东广州？,2人; 4个,有2个人是山东济南的。活动地点在广东广州的有3个。,False,partial_chain_retrieved,partial_chain_retrieved,False
memdaily-aggregative-hybrid-30,aggregative,hybrid,8,有几个活动的规模超过了千人呢？另外，有几个人身高在160cm及以上？,1个; 3人,活动规模是否超过千人，提供的记忆中没有相关信息。身高160cm及以上的人有王宇（163cm）、张伟（173cm）、陈雪梅（163cm），共3人。,False,partial_chain_retrieved,partial_chain_retrieved,False
